ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1994,ACE Charter,http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg
0743474325,"Speaks the Nightbird, Volume I : Judgment of the Witch",Robert McCammon,2003,Pocket Books,http://images.amazon.com/images/P/0743474325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743474325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743474325.01.LZZZZZZZ.jpg
0553583441,Touching Evil,Kay Hooper,2001,Bantam Books,http://images.amazon.com/images/P/0553583441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg
0064400026,Little House on the Prairie,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.LZZZZZZZ.jpg
0670869902,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books,http://images.amazon.com/images/P/0670869902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.LZZZZZZZ.jpg
0064401847,Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy,http://images.amazon.com/images/P/0064401847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.LZZZZZZZ.jpg
0553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553234811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg
0156001314,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994,Harvest Books,http://images.amazon.com/images/P/0156001314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.LZZZZZZZ.jpg
0399133143,The Tommyknockers,Stephen King,1987,Putnam Pub Group,http://images.amazon.com/images/P/0399133143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.LZZZZZZZ.jpg
0425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg
0440168724,A Perfect Stranger,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440168724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.LZZZZZZZ.jpg
0515118230,Home Song,Lavyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg
0553574078,Affair,Amanda Quick,1998,Bantam Books,http://images.amazon.com/images/P/0553574078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.LZZZZZZZ.jpg
0515107662,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515107662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.LZZZZZZZ.jpg
0671737821,Honor's Splendour,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671737821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.LZZZZZZZ.jpg
0440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
0425104338,Stephen King's Danse Macabre,Stephen King,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425104338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.LZZZZZZZ.jpg
0886773776,"Arrow's Flight (The Heralds of Valdemar, Book 2)",Mercedes Lackey,1987,Daw Books,http://images.amazon.com/images/P/0886773776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886773776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886773776.01.LZZZZZZZ.jpg
0060256737,A Light in the Attic,Shel Silverstein,1981,HarperCollins,http://images.amazon.com/images/P/0060256737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.LZZZZZZZ.jpg
0060248025,Falling Up,Shel Silverstein,1996,HarperCollins,http://images.amazon.com/images/P/0060248025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.LZZZZZZZ.jpg
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
0671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,http://images.amazon.com/images/P/0671524313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.LZZZZZZZ.jpg
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
156402976X,Catkin,Antonia Barber,1996,Candlewick Press (MA),http://images.amazon.com/images/P/156402976X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156402976X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156402976X.01.LZZZZZZZ.jpg
0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
0451161343,Thinner,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451161343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.LZZZZZZZ.jpg
0553574582,With Child,Laurie R. King,1997,Bantam Books,http://images.amazon.com/images/P/0553574582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574582.01.LZZZZZZZ.jpg
0345379144,Zombies of the Gene Pool,Sharyn McCrumb,1996,Fawcett Books,http://images.amazon.com/images/P/0345379144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345379144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345379144.01.LZZZZZZZ.jpg
0061030643,The Associate,Phillip Margolin,2002,HarperTorch,http://images.amazon.com/images/P/0061030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.LZZZZZZZ.jpg
0671797050,FIRST WIVES CLUB,Olivia Goldsmith,1993,Pocket,http://images.amazon.com/images/P/0671797050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.LZZZZZZZ.jpg
0345423615,The Silver Wolf,ALICE BORCHARDT,1999,Ballantine Books,http://images.amazon.com/images/P/0345423615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.LZZZZZZZ.jpg
006109918X,Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,http://images.amazon.com/images/P/006109918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.LZZZZZZZ.jpg
0064408655,"The Vile Village (A Series of Unfortunate Events, Book 7)",Lemony Snicket,2001,HarperCollins,http://images.amazon.com/images/P/0064408655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408655.01.LZZZZZZZ.jpg
0449219372,Murder on the Potomac (Capital Crime Mysteries),Margaret Truman,1995,Fawcett Books,http://images.amazon.com/images/P/0449219372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219372.01.LZZZZZZZ.jpg
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg
0918949165,When I Am an Old Woman I Shall Wear Purple,Sandra Martz,1991,Papier-Mache Press,http://images.amazon.com/images/P/0918949165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.LZZZZZZZ.jpg
0425187144,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",Monica Ferris,2003,Prime Crime,http://images.amazon.com/images/P/0425187144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.LZZZZZZZ.jpg
0446343455,Tourist Season,Carl Hiaasen,1987,Warner Books,http://images.amazon.com/images/P/0446343455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg
0451207246,How to Murder a Millionaire,Nancy Martin,2002,Signet Book,http://images.amazon.com/images/P/0451207246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207246.01.LZZZZZZZ.jpg
0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg
0345453387,Dog Handling,CLARE NAYLOR,2002,Ballantine Books,http://images.amazon.com/images/P/0345453387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.LZZZZZZZ.jpg
0373250215,Burning The Map,Laura Caldwell,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.LZZZZZZZ.jpg
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg
0373250185,Strapless (Red Dress Ink (Paperback)),Leigh Riker,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250185.01.LZZZZZZZ.jpg
0312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997,St. Martin's Press,http://images.amazon.com/images/P/0312961324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.LZZZZZZZ.jpg
0553213156,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.LZZZZZZZ.jpg
0312147015,The Persian Pickle Club,Sandra Dallas,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312147015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312147015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312147015.01.LZZZZZZZ.jpg
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,http://images.amazon.com/images/P/0373483503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg
0373270976,"Night Shield (Intimate Moments, 1027)",Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373270976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373270976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373270976.01.LZZZZZZZ.jpg
0515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg
0446607207,Tell Me Your Dreams,Sidney Sheldon,1999,Warner Vision,http://images.amazon.com/images/P/0446607207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.LZZZZZZZ.jpg
0440209412,Message from Nam,Danielle Steel,1991,Dell,http://images.amazon.com/images/P/0440209412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.LZZZZZZZ.jpg
0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842329250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.LZZZZZZZ.jpg
0375500510,Black and Blue : A Novel,ANNA QUINDLEN,1998,Random House,http://images.amazon.com/images/P/0375500510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500510.01.LZZZZZZZ.jpg
0380820145,Friendship Cake,J. Lynne Hinton,2001,Harpertorch,http://images.amazon.com/images/P/0380820145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820145.01.LZZZZZZZ.jpg
0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,1997,Tor Fantasy,http://images.amazon.com/images/P/0812548051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.LZZZZZZZ.jpg
0425183971,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.LZZZZZZZ.jpg
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,http://images.amazon.com/images/P/0894803204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.LZZZZZZZ.jpg
0441007813,Obsidian Butterfly,Laurell K. Hamilton,2000,Ace Books,http://images.amazon.com/images/P/0441007813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441007813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441007813.01.LZZZZZZZ.jpg
0441005748,Blue Moon (Anita Blake Vampire Hunter),Laurell K. Hamilton,1998,Ace Books,http://images.amazon.com/images/P/0441005748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005748.01.LZZZZZZZ.jpg
0316153915,Chasing the Dime,Michael Connelly,2002,"Little, Brown",http://images.amazon.com/images/P/0316153915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316153915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316153915.01.LZZZZZZZ.jpg
0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg
0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg
0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage,http://images.amazon.com/images/P/0679723161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723161.01.LZZZZZZZ.jpg
006440031X,The First Four Years (Little House),Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/006440031X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006440031X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006440031X.01.LZZZZZZZ.jpg
0836218817,Unnatural Selections,Gary Larson,1991,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218817.01.LZZZZZZZ.jpg
082177512X,Say No to Joe?,Lori Foster,2003,Zebra Books (Mass Market),http://images.amazon.com/images/P/082177512X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082177512X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082177512X.01.LZZZZZZZ.jpg
0440404193,"Are You There God?  It's Me, Margaret",JUDY BLUME,1971,Yearling,http://images.amazon.com/images/P/0440404193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440404193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440404193.01.LZZZZZZZ.jpg
0740718770,Mikwright Family Style,Tim Mikkelsen,2001,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740718770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740718770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740718770.01.LZZZZZZZ.jpg
0836218655,Wiener Dog Art,Gary Larson,1990,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218655.01.LZZZZZZZ.jpg
0836220986,The Far Side Observer,Gary Larson,1987,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220986.01.LZZZZZZZ.jpg
0836220730,It Came From The Far Side,Gary Larson,1986,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220730.01.LZZZZZZZ.jpg
0811801802,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books,http://images.amazon.com/images/P/0811801802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811801802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811801802.01.LZZZZZZZ.jpg
014017737X,The Pearl,John Steinbeck,2000,Penguin USA (Paper),http://images.amazon.com/images/P/014017737X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014017737X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014017737X.01.LZZZZZZZ.jpg
0140328696,Charlie and the Chocolate Factory,Roald Dahl,1994,Puffin Books,http://images.amazon.com/images/P/0140328696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140328696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140328696.01.LZZZZZZZ.jpg
0679769781,"We're Right, They're Wrong: A Handbook for Spirited Progressives",James Carville,1996,Random House,http://images.amazon.com/images/P/0679769781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679769781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679769781.01.LZZZZZZZ.jpg
0671003364,Ransom,Julie Garwood,1999,Pocket,http://images.amazon.com/images/P/0671003364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003364.01.LZZZZZZZ.jpg
0312983603,The Mermaids Singing (A Dr. Tony Hill &amp; Carol Jordan Mystery),Val McDermid,2002,St. Martin's Minotaur,http://images.amazon.com/images/P/0312983603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983603.01.LZZZZZZZ.jpg
0451184726,She Walks These Hills,Sharyn McCrumb,1995,Signet Book,http://images.amazon.com/images/P/0451184726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184726.01.LZZZZZZZ.jpg
0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446611085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611085.01.LZZZZZZZ.jpg
0312313810,The Dirty Girls Social Club: A Novel,Alisa Valdes-Rodriguez,2003,St. Martin's Press,http://images.amazon.com/images/P/0312313810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312313810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312313810.01.LZZZZZZZ.jpg
0152050167,The Whale Rider,Witi Ihimaera,2003,Harcourt Paperbacks,http://images.amazon.com/images/P/0152050167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152050167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152050167.01.LZZZZZZZ.jpg
0670031909,Lost in a Good Book: A Thursday Next Novel,Jasper Fforde,2003,Viking Books,http://images.amazon.com/images/P/0670031909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670031909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670031909.01.LZZZZZZZ.jpg
0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978415.01.LZZZZZZZ.jpg
055356773X,The Cereal Murders,Diane Mott Davidson,1994,Crimeline,http://images.amazon.com/images/P/055356773X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356773X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356773X.01.LZZZZZZZ.jpg
0399149562,Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran,Lilian Jackson Braun,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149562.01.LZZZZZZZ.jpg
0802135161,Oranges Are Not the Only Fruit,Jeanette Winterson,1997,Grove Press,http://images.amazon.com/images/P/0802135161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802135161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802135161.01.LZZZZZZZ.jpg
0380780860,Murder on a Girls' Night Out: A Southern Sisters Mystery,Anne George,1996,Avon,http://images.amazon.com/images/P/0380780860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380780860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380780860.01.LZZZZZZZ.jpg
0451206002,Over the Edge: An Alex Delaware Novel (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2002,Signet Book,http://images.amazon.com/images/P/0451206002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206002.01.LZZZZZZZ.jpg
0380978407,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2002,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978407.01.LZZZZZZZ.jpg
067164257X,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),Ariel Jennifer Jones,1987,Pocket,http://images.amazon.com/images/P/067164257X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067164257X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067164257X.01.LZZZZZZZ.jpg
0670032379,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,http://images.amazon.com/images/P/0670032379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032379.01.LZZZZZZZ.jpg
